seqnames,start,end,width,strand,num_cpg,start_ind,end_ind,pi,loglik_diff,rna_gene_name,rna_gene_start,rna_gene_end,rna_gene_strand,vmr_to_gene_dist,vmr_rna_corr,vmr_n_avail_cell,promoter_rna_corr,promoter_n_avail_cell,context
3,45397138,45440119,42982,*,176,194071,194246,0.715331920563463,145.710905406014,Pcdh10,45378398,45435623,+,0,-0.112338323347049,725,-0.0185070330235271,634,VMRs overlapping with gene body
7,6727344,6733209,5866,*,84,21568,21651,0.475585748569827,144.980769522699,Peg3,6703892,6730431,-,0,-0.0348074148579053,725,-0.0834700632892018,444,VMRs overlapping with promoter
3,36174925,36191098,16174,*,124,150836,150959,0.767483519754834,144.705579768402,Qrfpr,36179424,36222313,-,0,-0.178969409955146,735,-0.0940692925556219,353,VMRs overlapping with gene body
1,129943948,129987612,43665,*,150,616387,616536,0.746534908938811,144.559579855223,Thsd7b,129273302,130219278,+,0,-0.213635889836099,810,-0.115014265428139,323,VMRs overlapping with gene body
8,102747501,102780316,32816,*,172,557701,557872,0.765310290608528,144.289050913353,Cdh11,102632095,102785642,-,0,0.0618783080277156,709,-0.0346260252359338,562,VMRs overlapping with gene body
1,160535961,160575113,39153,*,149,786283,786431,0.721582876719785,144.185704389195,Rabgap1l,160219174,160793211,-,0,-0.122276556629369,735,-0.133536117711215,268,VMRs overlapping with gene body
10,49432931,49490182,57252,*,172,245220,245391,0.698871937962895,144.13371639486,Grik2,49099843,49783259,-,0,-0.195544665524319,752,0.00546996306803711,355,VMRs overlapping with gene body
15,28459196,28491540,32345,*,158,127123,127280,0.781950225311218,143.140429586124,Dnah5,28203752,28472045,+,0,-0.198416307821937,783,-0.11972295240491,396,VMRs overlapping with gene body
17,21396291,21421670,25380,*,107,102487,102593,0.698903598744324,142.723375466808,Zfp677,21383748,21399265,+,0,-0.161535780656004,746,-0.0515874621312874,374,VMRs overlapping with gene body
4,36773645,36816665,43021,*,165,150941,151105,0.752390212780137,142.316539337397,Lingo2,35706647,36951747,-,0,-0.225246271768176,769,-0.0106806091622996,572,VMRs overlapping with gene body
18,51237830,51275944,38115,*,163,247964,248126,0.752838870777329,142.209685394085,Prr16,51117898,51304641,+,0,-0.231210107721525,731,-0.0442402780376792,592,VMRs overlapping with gene body
6,34668313,34686838,18526,*,134,158401,158534,0.75045061097873,141.412851861422,Cald1,34598500,34775473,+,0,0.210569691494222,727,0.267531191229834,355,VMRs overlapping with gene body
8,105419386,105440510,21125,*,145,574279,574423,0.772226806378479,141.323422786135,Lrrc36,105413571,105464086,+,0,-0.160605847638047,723,-0.137716479932766,458,VMRs overlapping with gene body
1,4013045,4078958,65914,*,194,3451,3644,0.724861900480367,141.127620975036,Rp1,3999557,4409241,-,0,-0.201246493709312,811,-0.143277544674187,207,VMRs overlapping with gene body
7,56772823,56827864,55042,*,158,278737,278894,0.709982426667556,140.332419125795,Gabrg3,56716465,57387188,-,0,-0.229765239925914,787,-0.0834231344169896,389,VMRs overlapping with gene body
3,75020913,75082480,61568,*,170,335631,335800,0.751746264213116,138.988173686638,Zbbx,75037907,75165034,-,0,-0.204703734735648,784,-0.0900202574956694,393,VMRs overlapping with gene body
7,57314961,57348634,33674,*,128,280657,280784,0.737215798931497,138.552789347761,Gabrg3,56716465,57387188,-,0,-0.272390683842297,727,-0.0834231344169896,389,VMRs overlapping with gene body
13,100190248,100222892,32645,*,139,555617,555755,0.747550528747782,138.469850442255,Naip2,100144063,100202092,-,0,-0.243418064504529,771,-0.156861138686922,153,VMRs overlapping with promoter
1,130111686,130154394,42709,*,137,616907,617043,0.721572822033932,138.088980920741,Thsd7b,129273302,130219278,+,0,-0.218130139687245,742,-0.115014265428139,323,VMRs overlapping with gene body
19,12798568,12835064,36497,*,148,67241,67388,0.716651360260594,137.131852630692,Lpxn,12798606,12833807,+,0,-0.180178251474154,768,-0.113740130290091,402,VMRs overlapping with promoter
6,58991027,59021463,30437,*,139,291968,292106,0.738566289377548,136.658147454386,Fam13a,58932090,59024549,-,0,-0.16926857596153,783,-0.0956184956965753,229,VMRs overlapping with gene body
10,71123426,71132281,8856,*,87,374088,374174,0.704371031741378,136.50421122602,Bicc1,70922832,71159700,-,0,-0.223631038328691,665,8.16154528336922e-05,571,VMRs overlapping with gene body
14,58106901,58125373,18473,*,127,271669,271795,0.762617140503225,136.128857287543,Fgf9,58070547,58112337,+,0,-0.193537745195748,699,-0.0967407699173946,429,VMRs overlapping with gene body
2,19200562,19231185,30624,*,132,87573,87704,0.755697517843205,134.895030725735,Armc3,19199302,19310241,+,0,-0.156157007416532,756,-0.100496997331824,519,VMRs overlapping with gene body
3,36435725,36450423,14699,*,107,152453,152559,0.74933500535626,134.056766118936,Anxa5,36448923,36475894,-,0,-0.142596656476869,703,-0.0440398937149063,478,VMRs overlapping with gene body
2,13486123,13502701,16579,*,121,62134,62254,0.739832271440642,134.03412059671,Cubn,13276338,13491813,-,0,-0.352688186651882,672,-0.258395490354009,297,VMRs overlapping with promoter
12,81201408,81220638,19231,*,114,394558,394671,0.754846867344007,133.931288034862,Slc8a3,81197915,81333180,-,0,-0.218934658394902,716,-0.0595557424810634,482,VMRs overlapping with gene body
18,57151862,57172940,21079,*,117,283922,284038,0.767383413351517,133.736557963683,Megf10,57133090,57297467,+,0,-0.207925215248631,735,-0.100018393437066,538,VMRs overlapping with gene body
9,73780516,73819306,38791,*,166,419126,419291,0.767912355554029,133.708588990389,Unc13c,73479422,73968966,-,0,-0.199178756929987,770,-0.162606845974254,373,VMRs overlapping with gene body
1,8803625,8845883,42259,*,114,21654,21767,0.694646014219399,133.415925388275,Sntg1,8361475,9299878,-,0,-0.241707838427655,770,-0.0266493297389423,476,VMRs overlapping with gene body
17,40244246,40297796,53551,*,154,238583,238736,0.714883710208261,133.177552849826,Crisp1,40293758,40319207,-,0,-0.24606669204797,751,-0.403534629219847,38,VMRs overlapping with gene body
3,99913795,99944709,30915,*,175,476444,476618,0.796821176316283,132.696046345846,Spag17,99885406,100143322,+,0,-0.209636438654023,766,-0.151178831597833,377,VMRs overlapping with gene body
17,8442340,8460932,18593,*,111,35773,35883,0.739809638262101,130.713702177514,T,8434423,8442496,+,0,0.0574897170712651,749,-0.0874004356409222,643,VMRs overlapping with gene body
2,70492865,70507856,14992,*,118,376097,376214,0.743132545337181,130.284928510381,Erich2,70508819,70540884,+,962,-0.111854247166173,723,-0.115324724962777,349,VMRs overlapping with promoter
2,63045498,63074404,28907,*,129,334716,334844,0.714957348569549,130.283052323253,Kcnh7,62693414,63184287,-,0,-0.170641240392194,671,0.0562943259303744,449,VMRs overlapping with gene body
12,95727667,95748879,21213,*,149,478703,478851,0.789727663850205,129.259639145212,Flrt2,95692226,95785215,+,0,-0.146578829349303,698,-0.0165874100925661,415,VMRs overlapping with gene body
8,32420975,32448983,28009,*,112,174078,174189,0.711712728654557,128.438088386607,Nrg1,31814551,32884029,-,0,-0.206701544924448,711,0.00325053704659022,630,VMRs overlapping with gene body
19,47951815,47961450,9636,*,105,299568,299672,0.75314637298998,128.067572558751,Cfap58,47937712,48035379,+,0,-0.208274396313576,660,-0.057459228171561,411,VMRs overlapping with gene body
4,36864348,36918419,54072,*,172,151236,151407,0.68229641544416,127.965598777219,Lingo2,35706647,36951747,-,0,-0.210912319205026,736,-0.0106806091622996,572,VMRs overlapping with gene body
3,75132791,75162237,29447,*,119,335947,336065,0.716100733857321,127.723891308822,Zbbx,75037907,75165034,-,0,-0.163115698461524,667,-0.0900202574956694,393,VMRs overlapping with gene body
17,33106357,33131896,25540,*,119,197596,197714,0.758559995954936,127.686130083479,Zfp563,33089310,33106203,+,153,-0.192008289050386,760,-0.124243026914839,288,VMRs outside gene but within 1000-bp distance
5,66077217,66083180,5964,*,76,309536,309611,0.693120069480931,127.669094602562,Rbm47,66016549,66173118,-,0,-0.339986435921615,670,-0.223050526325077,416,VMRs overlapping with gene body
3,138263068,138278154,15087,*,96,697734,697829,0.757845939106984,127.561425330055,Adh1,138260991,138290698,+,0,-0.19068959980945,750,-0.102505945037862,170,VMRs overlapping with gene body
6,42646217,42673905,27689,*,115,203144,203258,0.73836071107928,127.362274784436,Tcaf2,42623016,42645254,-,962,-0.153575378037083,758,-0.0147737287801787,370,VMRs overlapping with promoter
10,78046497,78056571,10075,*,100,419065,419164,0.70498604905745,127.261187994358,Dnmt3l,78041947,78063622,+,0,-0.442015921080791,737,-0.37277855460098,531,VMRs overlapping with gene body
12,95697790,95727404,29615,*,165,478536,478700,0.758752147632075,127.083294969704,Flrt2,95692226,95785215,+,0,-0.147720839305058,641,-0.0165874100925661,415,VMRs overlapping with gene body
19,38968171,38989939,21769,*,121,225231,225351,0.733010739169051,126.310511195594,Hells,38930915,38971051,+,0,0.0706018773388716,746,-0.0626641808153478,568,VMRs overlapping with gene body
4,33992343,34031672,39330,*,144,137134,137277,0.758802162869446,126.202191615626,Spaca1,34024874,34050191,-,0,-0.230459970903329,817,-0.315130761955229,210,VMRs overlapping with gene body
3,79730464,79752822,22359,*,128,354525,354652,0.778072656577706,125.892394688514,Rxfp1,79641611,79737880,-,0,-0.214751865879562,733,-0.225387504086128,185,VMRs overlapping with promoter
3,55040378,55053576,13199,*,107,246332,246438,0.783835059853986,125.874755610752,Ccna1,55045469,55055501,-,0,-0.196223948448068,737,-0.0543767634767335,572,VMRs overlapping with gene body
15,9680195,9713194,33000,*,151,37240,37390,0.762618679631172,125.164057333188,Spef2,9578193,9748868,-,0,-0.178993954138167,733,-0.0739935940347659,184,VMRs overlapping with gene body
6,59384126,59421577,37452,*,113,293385,293497,0.697794118504957,124.265211632703,Gprin3,59347226,59426294,-,0,-0.201560689942675,751,0.0107916166792035,473,VMRs overlapping with gene body
10,107374212,107394425,20214,*,121,604537,604657,0.741069760943468,123.990200742301,Lin7a,107271843,107425143,+,0,-0.179745783394274,670,-0.0431348530352668,399,VMRs overlapping with gene body
7,120454400,120493691,39292,*,131,618874,619004,0.722590559232908,123.836648552741,Abca16,120409647,120544813,+,0,-0.186371269035468,809,-0.159487946370818,143,VMRs overlapping with gene body
3,79658887,79671223,12337,*,102,353981,354082,0.762643875588275,123.627034287787,Rxfp1,79641611,79737880,-,0,-0.213702510367088,730,-0.225387504086128,185,VMRs overlapping with gene body
4,35676291,35706857,30567,*,131,147202,147332,0.751057971265434,123.38642137243,Lingo2,35706647,36951747,-,0,-0.254099705364205,733,-0.0106806091622996,572,VMRs overlapping with gene body
7,109309928,109335760,25833,*,132,550941,551072,0.769096520003611,123.301314253442,Stk33,109279223,109439081,-,0,-0.211522031337432,726,-0.0932216718937643,510,VMRs overlapping with gene body
18,10405627,10429512,23886,*,131,33079,33209,0.746485727627309,123.187039376071,Greb1l,10325177,10562934,+,0,-0.171109506235825,713,-0.135815580682691,503,VMRs overlapping with gene body
10,115516992,115531918,14927,*,120,651981,652100,0.79114501883415,121.836179248758,Lgr5,115450311,115587780,-,0,-0.0811412576180678,736,-0.0413878127832106,477,VMRs overlapping with gene body
1,9079850,9123109,43260,*,136,22467,22602,0.75547665495211,121.626418262156,Sntg1,8361475,9299878,-,0,-0.199833266550825,799,-0.0266493297389423,476,VMRs overlapping with gene body
1,95617146,95639716,22571,*,113,482979,483091,0.729390335047424,121.602581349979,St8sia4,95587682,95667571,-,0,-0.210265619871699,699,0.102397162092188,522,VMRs overlapping with gene body
7,56734279,56768416,34138,*,130,278607,278736,0.744389972353758,121.102138654548,Gabrg3,56716465,57387188,-,0,-0.234073481390193,723,-0.0834231344169896,389,VMRs overlapping with gene body
11,12022545,12034848,12304,*,143,53599,53741,0.405099863644319,121.013913643028,Grb10,11930508,12038683,-,0,0.0651925958256701,698,0.232379178652702,468,VMRs overlapping with gene body
10,52383515,52403250,19736,*,92,256156,256247,0.697932867976315,120.399567903953,Nepn,52391608,52404604,+,0,-0.230513016766362,685,-0.289918255632985,217,VMRs overlapping with promoter
8,36865703,36887988,22286,*,103,206378,206480,0.752862104214025,120.121377972226,Dlc1,36567751,36953143,-,0,-0.167701877328383,738,-0.259111574401354,251,VMRs overlapping with gene body
6,25633334,25668721,35388,*,106,104480,104585,0.654179038165177,120.105450748175,Gpr37,25665878,25690729,-,0,-0.262301034322337,636,-0.184802256945314,92,VMRs overlapping with gene body
7,37710730,37721463,10734,*,101,180007,180107,0.793655477234222,120.008628107402,Zfp536,37472135,37773641,-,0,-0.135452062699663,716,-0.0404596694503652,449,VMRs overlapping with gene body
10,63940760,63965686,24927,*,135,325999,326133,0.782543223964819,119.439089894314,Lrrtm3,63928472,64090277,-,0,-0.201468052323618,724,-0.128935284984409,332,VMRs overlapping with gene body
11,89482804,89502559,19756,*,101,528213,528313,0.750558246637716,118.7917531667,4932411E22Rik,89390223,89777653,-,0,-0.251983263107964,742,-0.214224624137176,347,VMRs overlapping with gene body
2,80397193,80415700,18508,*,133,447231,447363,0.793207738058067,118.170459551804,Frzb,80411970,80447625,-,0,0.0919454973321943,710,0.0150263555965269,519,VMRs overlapping with gene body
3,141542021,141577558,35538,*,154,714245,714398,0.748087014935352,118.144837983842,Unc5c,141465216,141834924,+,0,-0.179478060135228,736,-0.029629944769655,524,VMRs overlapping with gene body
6,4745459,4749204,3746,*,105,8469,8573,0.263564020809187,118.126105339284,Peg10,4747306,4760517,+,0,-0.00197637210637053,684,0.0284361438636377,564,VMRs overlapping with promoter
9,71219085,71239940,20856,*,122,402440,402561,0.710637047526839,117.849187749001,Aldh1a2,71215789,71296243,+,0,-0.18130013597503,696,-0.103224397047401,620,VMRs overlapping with gene body
1,4284807,4332550,47744,*,133,4284,4416,0.698624271849852,117.68122767768,Rp1,3999557,4409241,-,0,-0.192434908961221,740,-0.143277544674187,207,VMRs overlapping with gene body
15,97053880,97056601,2722,*,79,537498,537576,0.371637255780713,117.581016160552,Slc38a4,96994823,97055956,-,0,0.0114584367392557,622,-0.0474953196964145,348,VMRs overlapping with promoter
5,48853054,48894683,41630,*,141,229746,229886,0.69957823333167,117.526457907707,Kcnip4,48389502,49524907,-,0,-0.181816045559985,696,-0.132310658726827,425,VMRs overlapping with gene body
8,105443534,105456998,13465,*,109,574457,574565,0.761367620075741,117.521212971447,Lrrc36,105413571,105464086,+,0,-0.127689212924118,681,-0.137716479932766,458,VMRs overlapping with gene body
7,42446483,42474444,27962,*,113,199001,199113,0.713384245990784,117.194831501454,Zfp141,42473386,42505740,-,0,0.00906605379882647,781,-0.0330882726194926,257,VMRs overlapping with gene body
5,3345847,3360935,15089,*,125,1783,1907,0.796573015492746,116.750910807304,Cdk6,3341485,3531008,+,0,0.1264243081097,683,-0.0703752411180153,472,VMRs overlapping with gene body
3,79641099,79658641,17543,*,108,353872,353979,0.75819644763002,116.432433801215,Rxfp1,79641611,79737880,-,0,-0.245562122534293,693,-0.225387504086128,185,VMRs overlapping with gene body
10,24631835,24640349,8515,*,90,125169,125258,0.772749349301772,116.430948199635,Enpp1,24637914,24712159,-,0,-0.248214670873664,679,-0.111867149552207,496,VMRs overlapping with gene body
10,62888611,62906366,17756,*,100,317948,318047,0.726579022996038,115.86022464649,Tet1,62804570,62899118,-,0,-0.193577971974209,749,-0.265003667610032,375,VMRs overlapping with promoter
6,24472770,24491883,19114,*,99,99744,99842,0.734218731845239,115.810958167515,Iqub,24444865,24515067,-,0,-0.151702671858452,740,-0.309803751879462,112,VMRs overlapping with gene body
4,36627123,36665433,38311,*,124,150530,150653,0.675215285515733,115.779218101303,Lingo2,35706647,36951747,-,0,-0.254506099692509,650,-0.0106806091622996,572,VMRs overlapping with gene body
4,36556173,36604989,48817,*,155,150327,150481,0.7580650615226,115.404934062546,Lingo2,35706647,36951747,-,0,-0.188642038856402,754,-0.0106806091622996,572,VMRs overlapping with gene body
12,72496651,72509809,13159,*,86,335667,335752,0.690361968286421,115.223651119358,Lrrc9,72441866,72514334,+,0,-0.191917490372478,591,-0.17495795916109,445,VMRs overlapping with gene body
1,24210978,24227285,16308,*,112,92046,92157,0.752354316175603,115.214121079595,Col9a1,24177610,24252684,+,0,-0.16550562817426,654,-0.263492528349136,413,VMRs overlapping with gene body
4,36360162,36399634,39473,*,140,149729,149868,0.722449730730938,115.024188879081,Lingo2,35706647,36951747,-,0,-0.165016520535979,739,-0.0106806091622996,572,VMRs overlapping with gene body
8,62050251,62092928,42678,*,156,330480,330635,0.740632200510455,114.984374494882,Anxa10,62057042,62123150,-,0,-0.215776448128358,731,-0.246331546144564,147,VMRs overlapping with gene body
